Yıl,Tarih,USD ALIŞ,USD SATIŞ,EUR ALIŞ,EUR SATIŞ,GBP ALIŞ,GBP SATIŞ
2022,2022-10-06,18.555,18.5885,18.4388,18.472,21.1154,21.2254
2022,2022-10-07,18.5589,18.5923,18.3543,18.3873,20.9122,21.0213
2022,2022-10-08,,,,,,
2022,2022-10-09,,,,,,
2022,2022-10-10,18.5592,18.5927,18.1795,18.2123,20.7227,20.8308
2022,2022-10-11,18.5581,18.5915,18.0048,18.0372,20.497,20.6038
2022,2022-10-12,18.5615,18.5949,18.0168,18.0493,20.4689,20.5756
2022,2022-10-13,18.5664,18.5999,18.0297,18.0622,20.4518,20.5584
2022,2022-10-14,18.5656,18.5991,18.0405,18.073,20.6407,20.7483
2022,2022-10-15,,,,,,
2022,2022-10-16,,,,,,
2022,2022-10-17,18.5596,18.593,18.093,18.1256,20.8701,20.9789
2022,2022-10-18,18.5663,18.5997,18.0897,18.1223,20.8957,21.0046
2022,2022-10-19,18.5663,18.5998,18.2696,18.3025,20.9571,21.0663
2022,2022-10-20,18.5661,18.5996,18.2157,18.2485,20.8847,20.9936
2022,2022-10-21,18.5687,18.6021,18.186,18.2187,20.7933,20.9017
2022,2022-10-22,,,,,,
2022,2022-10-23,,,,,,
2022,2022-10-24,18.5741,18.6076,18.1246,18.1573,20.6593,20.767
2022,2022-10-25,18.583,18.6165,18.2761,18.309,21.0113,21.1209
2022,2022-10-26,18.5825,18.616,18.3231,18.3561,20.9869,21.0964
2022,2022-10-27,18.5865,18.6199,18.6253,18.6589,21.4474,21.5592
2022,2022-10-28,18.588,18.6215,18.6837,18.7174,21.4873,21.5994
2022,2022-10-29,,,,,,
2022,2022-10-30,,,,,,
2022,2022-10-31,18.588,18.6215,18.6837,18.7174,21.4873,21.5994
2022,2022-11-01,18.5915,18.625,18.4742,18.5075,21.4612,21.5731
2022,2022-11-02,18.5956,18.6291,18.468,18.5012,21.4142,21.5258
2022,2022-11-03,18.5981,18.6316,18.4043,18.4375,21.356,21.4674
2022,2022-11-04,18.5972,18.6307,18.1639,18.1966,20.9659,21.0753
2022,2022-11-05,,,,,,
2022,2022-11-06,,,,,,
2022,2022-11-07,18.5936,18.6271,18.185,18.2178,20.8173,20.9258
2022,2022-11-08,18.5833,18.6168,18.5226,18.556,21.1449,21.2552
2022,2022-11-09,18.5803,18.6138,18.5744,18.6079,21.2773,21.3883
2022,2022-11-10,18.5791,18.6126,18.685,18.7187,21.3142,21.4253
2022,2022-11-11,18.5793,18.6127,18.5418,18.5752,21.1145,21.2246
2022,2022-11-12,,,,,,
2022,2022-11-13,,,,,,
2022,2022-11-14,18.5115,18.5448,18.9888,19.023,21.7017,21.8148
2022,2022-11-15,18.5819,18.6153,19.1661,19.2006,21.8593,21.9733
2022,2022-11-16,18.5864,18.6199,19.3327,19.3675,21.9675,22.082
2022,2022-11-17,18.5916,18.6251,19.3524,19.3873,22.0795,22.1946
2022,2022-11-18,18.5959,18.6294,19.2822,19.317,22.0848,22.1999
2022,2022-11-19,,,,,,
2022,2022-11-20,,,,,,
2022,2022-11-21,18.5945,18.628,19.2842,19.319,22.1153,22.2306
2022,2022-11-22,18.5979,18.6314,19.0548,19.0891,21.9328,22.0471
2022,2022-11-23,18.6033,18.6369,19.1,19.1345,22.0119,22.1267
2022,2022-11-24,18.6062,18.6397,19.2101,19.2447,22.1243,22.2396
2022,2022-11-25,18.6045,18.638,19.3736,19.4085,22.4615,22.5786
2022,2022-11-26,,,,,,
2022,2022-11-27,,,,,,
2022,2022-11-28,18.6071,18.6406,19.367,19.4019,22.4738,22.5909
2022,2022-11-29,18.6069,18.6404,19.4073,19.4423,22.4459,22.5629
2022,2022-11-30,18.614,18.6475,19.3116,19.3464,22.3285,22.4449
2022,2022-12-01,18.6194,18.653,19.2824,19.3172,22.2842,22.4004
2022,2022-12-02,18.6123,18.6458,19.4206,19.4556,22.5369,22.6543
2022,2022-12-03,,,,,,
2022,2022-12-04,,,,,,
2022,2022-12-05,18.6103,18.6438,19.6004,19.6357,22.792,22.9108
2022,2022-12-06,18.613,18.6465,19.6436,19.6789,22.8292,22.9482
2022,2022-12-07,18.6143,18.6479,19.5375,19.5727,22.6496,22.7677
2022,2022-12-08,18.6166,18.6501,19.5015,19.5366,22.5675,22.6852
2022,2022-12-09,18.6202,18.6538,19.5764,19.6117,22.6485,22.7665
2022,2022-12-10,,,,,,
2022,2022-12-11,,,,,,
2022,2022-12-12,18.6208,18.6544,19.6684,19.7039,22.7801,22.8989
2022,2022-12-13,18.6199,18.6534,19.6386,19.6739,22.7946,22.9134
2022,2022-12-14,18.6246,18.6581,19.6382,19.6736,22.8333,22.9523
2022,2022-12-15,18.6266,18.6602,19.8349,19.8706,23.0167,23.1367
2022,2022-12-16,18.6254,18.6589,19.7985,19.8341,22.9616,23.0813
2022,2022-12-17,,,,,,
2022,2022-12-18,,,,,,
2022,2022-12-19,18.6268,18.6603,19.8114,19.8471,22.6465,22.7645
2022,2022-12-20,18.6312,18.6647,19.7925,19.8282,22.6898,22.8081
2022,2022-12-21,18.6381,18.6717,19.8025,19.8382,22.6243,22.7422
2022,2022-12-22,18.6432,18.6768,19.7987,19.8344,22.6007,22.7185
2022,2022-12-23,18.6522,18.6858,19.8354,19.8711,22.5291,22.6465
2022,2022-12-24,,,,,,
2022,2022-12-25,,,,,,
2022,2022-12-26,18.6592,18.6928,19.8044,19.8401,22.4675,22.5847
2022,2022-12-27,18.6649,18.6986,19.8324,19.8681,22.4831,22.6003
2022,2022-12-28,18.6813,18.715,19.9087,19.9446,22.5142,22.6316
2022,2022-12-29,18.6964,18.7301,19.8946,19.9304,22.4804,22.5976
2022,2022-12-30,18.6966,18.7303,19.8816,19.9175,22.4663,22.5834
2022,2022-12-31,,,,,,
2023,2023-01-01,,,,,,
2023,2023-01-02,18.6983,18.732,19.9349,19.9708,22.4892,22.6065
2023,2023-01-03,18.7029,18.7366,19.9806,20.0166,22.5109,22.6283
2023,2023-01-04,18.7105,18.7442,19.7818,19.8175,22.3431,22.4596
2023,2023-01-05,18.7194,18.7531,19.8472,19.883,22.5009,22.6182
2023,2023-01-06,18.7387,18.7725,19.8886,19.9245,22.4879,22.6052
2023,2023-01-07,,,,,,
2023,2023-01-08,,,,,,
2023,2023-01-09,18.7498,18.7836,19.704,19.7395,22.2271,22.343
2023,2023-01-10,18.7538,18.7876,20.0269,20.063,22.736,22.8546
2023,2023-01-11,18.7555,18.7893,20.1386,20.1749,22.7818,22.9006
2023,2023-01-12,18.7581,18.7919,20.1528,20.1891,22.7361,22.8546
2023,2023-01-13,18.7608,18.7946,20.1858,20.2222,22.7731,22.8918
2023,2023-01-14,,,,,,
2023,2023-01-15,,,,,,
2023,2023-01-16,18.7592,18.793,20.3386,20.3752,22.8749,22.9942
2023,2023-01-17,18.7681,18.8019,20.3163,20.3529,22.8784,22.9977
2023,2023-01-18,18.7691,18.8029,20.3157,20.3523,22.8857,23.0051
2023,2023-01-19,18.7701,18.8039,20.3329,20.3695,23.1189,23.2394
2023,2023-01-20,18.7742,18.808,20.3054,20.3419,23.1229,23.2435
2023,2023-01-21,,,,,,
2023,2023-01-22,,,,,,
2023,2023-01-23,18.7771,18.811,20.3419,20.3785,23.1645,23.2853
2023,2023-01-24,18.7844,18.8183,20.4768,20.5137,23.247,23.3682
2023,2023-01-25,18.7735,18.8073,20.4142,20.4509,23.1658,23.2866
2023,2023-01-26,18.785,18.8188,20.437,20.4738,23.0914,23.2118
2023,2023-01-27,18.7853,18.8191,20.4931,20.5301,23.246,23.3671
2023,2023-01-28,,,,,,
2023,2023-01-29,,,,,,
2023,2023-01-30,18.7852,18.8191,20.4401,20.4769,23.205,23.326
2023,2023-01-31,18.7876,18.8215,20.4525,20.4894,23.2356,23.3568
2023,2023-02-01,18.7878,18.8216,20.3458,20.3824,23.1239,23.2444
